"Sample ID","Wavelength (nm)","Absorbance"
"WDY-H-9",767,0.01
"WDY-H-9",768,0.01
"WDY-H-9",769,0.009
"WDY-H-9",770,0.009
"WDY-H-9",771,0.009
"WDY-H-9",772,0.009
"WDY-H-9",773,0.009
"WDY-H-9",774,0.009
"WDY-H-9",775,0.009
"WDY-H-9",776,0.009
"WDY-H-9",777,0.009
"WDY-H-9",778,0.009
"WDY-H-9",779,0.009
"WDY-H-9",780,0.009
"WDY-H-9",781,0.009
"WDY-H-9",782,0.009
"WDY-H-9",783,0.009
"WDY-H-9",784,0.009
"WDY-H-9",785,0.009
"WDY-H-9",786,0.009
"WDY-H-9",787,0.009
"WDY-H-9",788,0.009
"WDY-H-9",789,0.008
"WDY-H-9",790,0.008
"WDY-H-9",791,0.009
"WDY-H-9",792,0.009
"WDY-H-9",793,0.008
"WDY-H-9",794,0.008
"WDY-H-9",795,0.008
"WDY-H-9",796,0.008
"WDY-H-9",797,0.008
"WDY-H-9",798,0.008
"WDY-H-9",799,0.008
"WDY-H-9",800,0.008
"BHM-B-1",220,2.33
"BHM-B-1",221,2.851
"BHM-B-1",222,2.932
"BHM-B-1",223,2.601
"BHM-B-1",224,2.866
"BHM-B-1",225,2.845
"BHM-B-1",226,3.067
"BHM-B-1",227,3.246
"BHM-B-1",228,3.173
"BHM-B-1",229,3.144
"BHM-B-1",230,3.592
"BHM-B-1",231,3.28
"BHM-B-1",232,3.55
"BHM-B-1",233,3.38
"BHM-B-1",234,3.401
"BHM-B-1",235,3.318
"BHM-B-1",236,3.451
"BHM-B-1",237,3.402
"BHM-B-1",238,3.526
"BHM-B-1",239,3.212
"BHM-B-1",240,3.235
"BHM-B-1",241,3.214
"BHM-B-1",242,3.231
"BHM-B-1",243,3.24
"BHM-B-1",244,3.242
"BHM-B-1",245,3.175
"BHM-B-1",246,3.158
"BHM-B-1",247,3.137
"BHM-B-1",248,3.058
"BHM-B-1",249,3.019
"BHM-B-1",250,2.969
"BHM-B-1",251,3.002
"BHM-B-1",252,2.96
"BHM-B-1",253,2.941
"BHM-B-1",254,2.939
"BHM-B-1",255,2.948
"BHM-B-1",256,2.984
"BHM-B-1",257,2.826
"BHM-B-1",258,2.843
"BHM-B-1",259,2.898
"BHM-B-1",260,2.825
"BHM-B-1",261,2.82
"BHM-B-1",262,2.765
"BHM-B-1",263,2.743
"BHM-B-1",264,2.769
"BHM-B-1",265,2.756
"BHM-B-1",266,2.704
"BHM-B-1",267,2.648
"BHM-B-1",268,2.622
"BHM-B-1",269,2.603
"BHM-B-1",270,2.559
"BHM-B-1",271,2.542
"BHM-B-1",272,2.527
"BHM-B-1",273,2.512
"BHM-B-1",274,2.47
"BHM-B-1",275,2.458
"BHM-B-1",276,2.421
"BHM-B-1",277,2.376
"BHM-B-1",278,2.369
"BHM-B-1",279,2.324
"BHM-B-1",280,2.277
"BHM-B-1",281,2.265
"BHM-B-1",282,2.24
"BHM-B-1",283,2.213
"BHM-B-1",284,2.182
"BHM-B-1",285,2.166
"BHM-B-1",286,2.133
"BHM-B-1",287,2.109
"BHM-B-1",288,2.088
"BHM-B-1",289,2.062
"BHM-B-1",290,2.046
"BHM-B-1",291,2.005
"BHM-B-1",292,1.993
"BHM-B-1",293,1.979
"BHM-B-1",294,1.939
"BHM-B-1",295,1.916
"BHM-B-1",296,1.898
"BHM-B-1",297,1.882
"BHM-B-1",298,1.862
"BHM-B-1",299,1.837
"BHM-B-1",300,1.816
"BHM-B-1",301,1.796
"BHM-B-1",302,1.776
"BHM-B-1",303,1.752
"BHM-B-1",304,1.729
"BHM-B-1",305,1.714
"BHM-B-1",306,1.707
"BHM-B-1",307,1.686
"BHM-B-1",308,1.666
"BHM-B-1",309,1.644
"BHM-B-1",310,1.62
"BHM-B-1",311,1.602
"BHM-B-1",312,1.588
"BHM-B-1",313,1.568
"BHM-B-1",314,1.542
"BHM-B-1",315,1.526
"BHM-B-1",316,1.51
"BHM-B-1",317,1.487
"BHM-B-1",318,1.47
"BHM-B-1",319,1.454
"BHM-B-1",320,1.436
"BHM-B-1",321,1.42
"BHM-B-1",322,1.401
"BHM-B-1",323,1.386
"BHM-B-1",324,1.374
"BHM-B-1",325,1.35
"BHM-B-1",326,1.337
"BHM-B-1",327,1.32
"BHM-B-1",328,1.299
"BHM-B-1",329,1.284
"BHM-B-1",330,1.268
"BHM-B-1",331,1.251
"BHM-B-1",332,1.232
"BHM-B-1",333,1.216
"BHM-B-1",334,1.201
"BHM-B-1",335,1.184
"BHM-B-1",336,1.168
"BHM-B-1",337,1.152
"BHM-B-1",338,1.134
"BHM-B-1",339,1.115
"BHM-B-1",340,1.097
"BHM-B-1",341,1.079
"BHM-B-1",342,1.066
"BHM-B-1",343,1.051
"BHM-B-1",344,1.036
"BHM-B-1",345,1.018
"BHM-B-1",346,1.004
"BHM-B-1",347,0.988
"BHM-B-1",348,0.973
"BHM-B-1",349,0.958
"BHM-B-1",350,0.945
"BHM-B-1",351,0.926
"BHM-B-1",352,0.912
"BHM-B-1",353,0.897
"BHM-B-1",354,0.883
"BHM-B-1",355,0.868
"BHM-B-1",356,0.854
"BHM-B-1",357,0.839
"BHM-B-1",358,0.825
"BHM-B-1",359,0.811
"BHM-B-1",360,0.795
"BHM-B-1",361,0.783
"BHM-B-1",362,0.77
"BHM-B-1",363,0.755
"BHM-B-1",364,0.742
"BHM-B-1",365,0.724
"BHM-B-1",366,0.708
"BHM-B-1",367,0.695
"BHM-B-1",368,0.684
"BHM-B-1",369,0.672
"BHM-B-1",370,0.662
"BHM-B-1",371,0.65
"BHM-B-1",372,0.639
"BHM-B-1",373,0.628
"BHM-B-1",374,0.617
"BHM-B-1",375,0.605
"BHM-B-1",376,0.594
"BHM-B-1",377,0.584
"BHM-B-1",378,0.574
"BHM-B-1",379,0.564
"BHM-B-1",380,0.553
"BHM-B-1",381,0.544
"BHM-B-1",382,0.534
"BHM-B-1",383,0.524
"BHM-B-1",384,0.514
"BHM-B-1",385,0.505
"BHM-B-1",386,0.496
"BHM-B-1",387,0.487
"BHM-B-1",388,0.478
"BHM-B-1",389,0.47
"BHM-B-1",390,0.461
"BHM-B-1",391,0.453
"BHM-B-1",392,0.445
"BHM-B-1",393,0.437
"BHM-B-1",394,0.429
"BHM-B-1",395,0.421
"BHM-B-1",396,0.414
"BHM-B-1",397,0.406
"BHM-B-1",398,0.399
"BHM-B-1",399,0.392
"BHM-B-1",400,0.385
"BHM-B-1",401,0.378
"BHM-B-1",402,0.372
"BHM-B-1",403,0.365
"BHM-B-1",404,0.358
"BHM-B-1",405,0.352
"BHM-B-1",406,0.346
"BHM-B-1",407,0.34
"BHM-B-1",408,0.334
"BHM-B-1",409,0.328
"BHM-B-1",410,0.322
"BHM-B-1",411,0.316
"BHM-B-1",412,0.311
"BHM-B-1",413,0.306
"BHM-B-1",414,0.301
"BHM-B-1",415,0.296
"BHM-B-1",416,0.291
"BHM-B-1",417,0.285
"BHM-B-1",418,0.28
"BHM-B-1",419,0.276
"BHM-B-1",420,0.271
"BHM-B-1",421,0.267
"BHM-B-1",422,0.263
"BHM-B-1",423,0.259
"BHM-B-1",424,0.255
"BHM-B-1",425,0.251
"BHM-B-1",426,0.247
"BHM-B-1",427,0.243
"BHM-B-1",428,0.239
"BHM-B-1",429,0.236
"BHM-B-1",430,0.232
"BHM-B-1",431,0.229
"BHM-B-1",432,0.225
"BHM-B-1",433,0.222
"BHM-B-1",434,0.219
"BHM-B-1",435,0.216
"BHM-B-1",436,0.212
"BHM-B-1",437,0.209
"BHM-B-1",438,0.206
"BHM-B-1",439,0.203
"BHM-B-1",440,0.2
"BHM-B-1",441,0.197
"BHM-B-1",442,0.194
"BHM-B-1",443,0.192
"BHM-B-1",444,0.189
"BHM-B-1",445,0.187
"BHM-B-1",446,0.184
"BHM-B-1",447,0.181
"BHM-B-1",448,0.179
"BHM-B-1",449,0.177
"BHM-B-1",450,0.174
"BHM-B-1",451,0.172
"BHM-B-1",452,0.17
"BHM-B-1",453,0.167
"BHM-B-1",454,0.165
"BHM-B-1",455,0.163
"BHM-B-1",456,0.161
"BHM-B-1",457,0.158
"BHM-B-1",458,0.156
"BHM-B-1",459,0.154
"BHM-B-1",460,0.152
"BHM-B-1",461,0.15
"BHM-B-1",462,0.148
"BHM-B-1",463,0.146
"BHM-B-1",464,0.144
"BHM-B-1",465,0.142
"BHM-B-1",466,0.141
"BHM-B-1",467,0.139
"BHM-B-1",468,0.137
"BHM-B-1",469,0.135
"BHM-B-1",470,0.133
"BHM-B-1",471,0.132
"BHM-B-1",472,0.13
"BHM-B-1",473,0.129
"BHM-B-1",474,0.127
"BHM-B-1",475,0.125
"BHM-B-1",476,0.124
"BHM-B-1",477,0.122
"BHM-B-1",478,0.12
"BHM-B-1",479,0.119
"BHM-B-1",480,0.117
"BHM-B-1",481,0.116
"BHM-B-1",482,0.114
"BHM-B-1",483,0.113
"BHM-B-1",484,0.111
"BHM-B-1",485,0.11
"BHM-B-1",486,0.109
"BHM-B-1",487,0.107
"BHM-B-1",488,0.106
"BHM-B-1",489,0.104
"BHM-B-1",490,0.103
"BHM-B-1",491,0.102
"BHM-B-1",492,0.101
"BHM-B-1",493,0.099
"BHM-B-1",494,0.098
"BHM-B-1",495,0.097
"BHM-B-1",496,0.096
"BHM-B-1",497,0.095
"BHM-B-1",498,0.093
"BHM-B-1",499,0.092
"BHM-B-1",500,0.091
"BHM-B-1",501,0.09
"BHM-B-1",502,0.089
"BHM-B-1",503,0.087
"BHM-B-1",504,0.086
"BHM-B-1",505,0.085
"BHM-B-1",506,0.084
"BHM-B-1",507,0.083
"BHM-B-1",508,0.082
"BHM-B-1",509,0.081
"BHM-B-1",510,0.08
"BHM-B-1",511,0.079
"BHM-B-1",512,0.078
"BHM-B-1",513,0.077
"BHM-B-1",514,0.076
"BHM-B-1",515,0.075
"BHM-B-1",516,0.074
"BHM-B-1",517,0.073
"BHM-B-1",518,0.072
"BHM-B-1",519,0.071
"BHM-B-1",520,0.07
"BHM-B-1",521,0.069
"BHM-B-1",522,0.068
"BHM-B-1",523,0.068
"BHM-B-1",524,0.067
"BHM-B-1",525,0.066
"BHM-B-1",526,0.065
"BHM-B-1",527,0.064
"BHM-B-1",528,0.063
"BHM-B-1",529,0.062
"BHM-B-1",530,0.062
"BHM-B-1",531,0.061
"BHM-B-1",532,0.06
"BHM-B-1",533,0.059
"BHM-B-1",534,0.058
"BHM-B-1",535,0.058
"BHM-B-1",536,0.057
"BHM-B-1",537,0.056
"BHM-B-1",538,0.055
"BHM-B-1",539,0.055
"BHM-B-1",540,0.054
"BHM-B-1",541,0.053
"BHM-B-1",542,0.052
"BHM-B-1",543,0.052
"BHM-B-1",544,0.051
"BHM-B-1",545,0.051
"BHM-B-1",546,0.05
"BHM-B-1",547,0.049
"BHM-B-1",548,0.049
"BHM-B-1",549,0.048
"BHM-B-1",550,0.047
"BHM-B-1",551,0.047
"BHM-B-1",552,0.046
"BHM-B-1",553,0.046
"BHM-B-1",554,0.045
"BHM-B-1",555,0.044
"BHM-B-1",556,0.044
"BHM-B-1",557,0.043
"BHM-B-1",558,0.043
"BHM-B-1",559,0.042
"BHM-B-1",560,0.042
"BHM-B-1",561,0.041
"BHM-B-1",562,0.041
"BHM-B-1",563,0.04
"BHM-B-1",564,0.04
"BHM-B-1",565,0.039
"BHM-B-1",566,0.039
"BHM-B-1",567,0.038
"BHM-B-1",568,0.038
"BHM-B-1",569,0.037
"BHM-B-1",570,0.037
"BHM-B-1",571,0.036
"BHM-B-1",572,0.036
"BHM-B-1",573,0.035
"BHM-B-1",574,0.035
"BHM-B-1",575,0.035
"BHM-B-1",576,0.034
"BHM-B-1",577,0.034
"BHM-B-1",578,0.033
"BHM-B-1",579,0.033
"BHM-B-1",580,0.032
"BHM-B-1",581,0.032
"BHM-B-1",582,0.032
"BHM-B-1",583,0.031
"BHM-B-1",584,0.031
"BHM-B-1",585,0.03
"BHM-B-1",586,0.03
"BHM-B-1",587,0.03
"BHM-B-1",588,0.029
"BHM-B-1",589,0.029
"BHM-B-1",590,0.029
"BHM-B-1",591,0.028
"BHM-B-1",592,0.028
"BHM-B-1",593,0.028
"BHM-B-1",594,0.027
"BHM-B-1",595,0.027
"BHM-B-1",596,0.027
"BHM-B-1",597,0.026
"BHM-B-1",598,0.026
"BHM-B-1",599,0.026
"BHM-B-1",600,0.025
"BHM-B-1",601,0.025
"BHM-B-1",602,0.025
"BHM-B-1",603,0.025
"BHM-B-1",604,0.024
"BHM-B-1",605,0.024
"BHM-B-1",606,0.023
"BHM-B-1",607,0.023
"BHM-B-1",608,0.023
"BHM-B-1",609,0.023
"BHM-B-1",610,0.022
"BHM-B-1",611,0.022
"BHM-B-1",612,0.022
"BHM-B-1",613,0.022
"BHM-B-1",614,0.021
"BHM-B-1",615,0.021
"BHM-B-1",616,0.021
"BHM-B-1",617,0.02
"BHM-B-1",618,0.02
"BHM-B-1",619,0.02
"BHM-B-1",620,0.02
"BHM-B-1",621,0.019
"BHM-B-1",622,0.019
"BHM-B-1",623,0.019
"BHM-B-1",624,0.019
"BHM-B-1",625,0.019
"BHM-B-1",626,0.018
"BHM-B-1",627,0.018
"BHM-B-1",628,0.018
"BHM-B-1",629,0.018
"BHM-B-1",630,0.017
"BHM-B-1",631,0.017
"BHM-B-1",632,0.017
"BHM-B-1",633,0.017
"BHM-B-1",634,0.016
"BHM-B-1",635,0.016
"BHM-B-1",636,0.016
"BHM-B-1",637,0.016
"BHM-B-1",638,0.016
"BHM-B-1",639,0.015
"BHM-B-1",640,0.015
"BHM-B-1",641,0.015
"BHM-B-1",642,0.015
"BHM-B-1",643,0.015
"BHM-B-1",644,0.014
"BHM-B-1",645,0.014
"BHM-B-1",646,0.014
"BHM-B-1",647,0.014
"BHM-B-1",648,0.014
"BHM-B-1",649,0.013
"BHM-B-1",650,0.013
"BHM-B-1",651,0.013
"BHM-B-1",652,0.013
"BHM-B-1",653,0.013
"BHM-B-1",654,0.013
"BHM-B-1",655,0.013
"BHM-B-1",656,0.012
"BHM-B-1",657,0.012
"BHM-B-1",658,0.012
"BHM-B-1",659,0.012
"BHM-B-1",660,0.012
"BHM-B-1",661,0.011
"BHM-B-1",662,0.011
"BHM-B-1",663,0.011
"BHM-B-1",664,0.011
"BHM-B-1",665,0.011
"BHM-B-1",666,0.011
"BHM-B-1",667,0.01
"BHM-B-1",668,0.01
"BHM-B-1",669,0.01
"BHM-B-1",670,0.01
"BHM-B-1",671,0.01
"BHM-B-1",672,0.01
"BHM-B-1",673,0.01
"BHM-B-1",674,0.01
"BHM-B-1",675,0.009
"BHM-B-1",676,0.009
"BHM-B-1",677,0.009
"BHM-B-1",678,0.009
"BHM-B-1",679,0.009
"BHM-B-1",680,0.009
"BHM-B-1",681,0.008
"BHM-B-1",682,0.008
"BHM-B-1",683,0.008
"BHM-B-1",684,0.008
"BHM-B-1",685,0.008
"BHM-B-1",686,0.008
"BHM-B-1",687,0.008
"BHM-B-1",688,0.008
"BHM-B-1",689,0.008
"BHM-B-1",690,0.007
"BHM-B-1",691,0.007
"BHM-B-1",692,0.007
"BHM-B-1",693,0.007
"BHM-B-1",694,0.007
"BHM-B-1",695,0.007
"BHM-B-1",696,0.007
"BHM-B-1",697,0.007
"BHM-B-1",698,0.007
"BHM-B-1",699,0.007
"BHM-B-1",700,0.006
"BHM-B-1",701,0.006
"BHM-B-1",702,0.006
"BHM-B-1",703,0.006
"BHM-B-1",704,0.006
"BHM-B-1",705,0.006
"BHM-B-1",706,0.006
"BHM-B-1",707,0.006
"BHM-B-1",708,0.006
"BHM-B-1",709,0.006
"BHM-B-1",710,0.006
"BHM-B-1",711,0.006
"BHM-B-1",712,0.006
"BHM-B-1",713,0.005
"BHM-B-1",714,0.005
"BHM-B-1",715,0.005
"BHM-B-1",716,0.005
"BHM-B-1",717,0.005
"BHM-B-1",718,0.005
"BHM-B-1",719,0.005
"BHM-B-1",720,0.005
"BHM-B-1",721,0.005
"BHM-B-1",722,0.005
"BHM-B-1",723,0.004
"BHM-B-1",724,0.005
"BHM-B-1",725,0.004
"BHM-B-1",726,0.004
"BHM-B-1",727,0.004
"BHM-B-1",728,0.004
"BHM-B-1",729,0.004
"BHM-B-1",730,0.004
"BHM-B-1",731,0.004
"BHM-B-1",732,0.004
"BHM-B-1",733,0.004
"BHM-B-1",734,0.004
"BHM-B-1",735,0.004
"BHM-B-1",736,0.004
"BHM-B-1",737,0.004
"BHM-B-1",738,0.004
"BHM-B-1",739,0.004
"BHM-B-1",740,0.004
"BHM-B-1",741,0.004
"BHM-B-1",742,0.004
"BHM-B-1",743,0.003
"BHM-B-1",744,0.004
"BHM-B-1",745,0.003
"BHM-B-1",746,0.003
"BHM-B-1",747,0.003
"BHM-B-1",748,0.003
"BHM-B-1",749,0.003
"BHM-B-1",750,0.003
"BHM-B-1",751,0.003
"BHM-B-1",752,0.003
"BHM-B-1",753,0.003
"BHM-B-1",754,0.003
"BHM-B-1",755,0.003
"BHM-B-1",756,0.003
"BHM-B-1",757,0.003
"BHM-B-1",758,0.003
"BHM-B-1",759,0.003
"BHM-B-1",760,0.003
"BHM-B-1",761,0.003
"BHM-B-1",762,0.003
"BHM-B-1",763,0.003
"BHM-B-1",764,0.003
"BHM-B-1",765,0.003
"BHM-B-1",766,0.003
"BHM-B-1",767,0.003
"BHM-B-1",768,0.003
"BHM-B-1",769,0.003
"BHM-B-1",770,0.003
"BHM-B-1",771,0.003
"BHM-B-1",772,0.003
"BHM-B-1",773,0.003
"BHM-B-1",774,0.003
"BHM-B-1",775,0.003
"BHM-B-1",776,0.003
"BHM-B-1",777,0.003
"BHM-B-1",778,0.002
"BHM-B-1",779,0.002
"BHM-B-1",780,0.002
"BHM-B-1",781,0.003
"BHM-B-1",782,0.003
"BHM-B-1",783,0.002
"BHM-B-1",784,0.002
"BHM-B-1",785,0.002
"BHM-B-1",786,0.002
"BHM-B-1",787,0.002
"BHM-B-1",788,0.002
"BHM-B-1",789,0.002
"BHM-B-1",790,0.002
"BHM-B-1",791,0.002
"BHM-B-1",792,0.002
"BHM-B-1",793,0.002
"BHM-B-1",794,0.002
"BHM-B-1",795,0.002
"BHM-B-1",796,0.002
"BHM-B-1",797,0.002
"BHM-B-1",798,0.002
"BHM-B-1",799,0.002
"BHM-B-1",800,0.002
"BHM-B-10",220,1.826
"BHM-B-10",221,1.948
"BHM-B-10",222,2.065
"BHM-B-10",223,2.223
"BHM-B-10",224,2.258
"BHM-B-10",225,2.307
"BHM-B-10",226,2.365
"BHM-B-10",227,2.395
"BHM-B-10",228,2.463
"BHM-B-10",229,2.439
"BHM-B-10",230,2.454
"BHM-B-10",231,2.446
"BHM-B-10",232,2.47
"BHM-B-10",233,2.45
"BHM-B-10",234,2.447
"BHM-B-10",235,2.437
"BHM-B-10",236,2.434
"BHM-B-10",237,2.4
"BHM-B-10",238,2.375
"BHM-B-10",239,2.351
"BHM-B-10",240,2.346
"BHM-B-10",241,2.337
"BHM-B-10",242,2.307
"BHM-B-10",243,2.284
"BHM-B-10",244,2.264
"BHM-B-10",245,2.242
"BHM-B-10",246,2.221
"BHM-B-10",247,2.208
"BHM-B-10",248,2.198
"BHM-B-10",249,2.175
"BHM-B-10",250,2.168
"BHM-B-10",251,2.152
"BHM-B-10",252,2.143
"BHM-B-10",253,2.122
"BHM-B-10",254,2.106
"BHM-B-10",255,2.101
"BHM-B-10",256,2.09
"BHM-B-10",257,2.083
"BHM-B-10",258,2.063
"BHM-B-10",259,2.047
"BHM-B-10",260,2.042
"BHM-B-10",261,2.019
"BHM-B-10",262,2.001
"BHM-B-10",263,1.993
"BHM-B-10",264,1.975
"BHM-B-10",265,1.962
"BHM-B-10",266,1.941
"BHM-B-10",267,1.924
"BHM-B-10",268,1.904
"BHM-B-10",269,1.882
"BHM-B-10",270,1.856
"BHM-B-10",271,1.847
"BHM-B-10",272,1.821
"BHM-B-10",273,1.795
"BHM-B-10",274,1.772
"BHM-B-10",275,1.747
"BHM-B-10",276,1.731
"BHM-B-10",277,1.712
"BHM-B-10",278,1.695
"BHM-B-10",279,1.667
"BHM-B-10",280,1.65
"BHM-B-10",281,1.631
"BHM-B-10",282,1.61
"BHM-B-10",283,1.59
"BHM-B-10",284,1.571
"BHM-B-10",285,1.546
"BHM-B-10",286,1.525
"BHM-B-10",287,1.508
"BHM-B-10",288,1.492
"BHM-B-10",289,1.473
"BHM-B-10",290,1.453
"BHM-B-10",291,1.426
"BHM-B-10",292,1.413
"BHM-B-10",293,1.398
"BHM-B-10",294,1.378
"BHM-B-10",295,1.364
"BHM-B-10",296,1.351
"BHM-B-10",297,1.334
"BHM-B-10",298,1.32
"BHM-B-10",299,1.306
"BHM-B-10",300,1.286
"BHM-B-10",301,1.271
"BHM-B-10",302,1.259
"BHM-B-10",303,1.245
"BHM-B-10",304,1.228
"BHM-B-10",305,1.214
"BHM-B-10",306,1.203
"BHM-B-10",307,1.189
"BHM-B-10",308,1.175
"BHM-B-10",309,1.161
"BHM-B-10",310,1.146
"BHM-B-10",311,1.133
"BHM-B-10",312,1.121
"BHM-B-10",313,1.105
"BHM-B-10",314,1.093
"BHM-B-10",315,1.081
"BHM-B-10",316,1.068
"BHM-B-10",317,1.056
"BHM-B-10",318,1.043
"BHM-B-10",319,1.031
"BHM-B-10",320,1.018
"BHM-B-10",321,1.007
"BHM-B-10",322,0.994
"BHM-B-10",323,0.98
"BHM-B-10",324,0.971
"BHM-B-10",325,0.958
"BHM-B-10",326,0.947
"BHM-B-10",327,0.935
"BHM-B-10",328,0.923
"BHM-B-10",329,0.911
"BHM-B-10",330,0.9
"BHM-B-10",331,0.889
"BHM-B-10",332,0.877
"BHM-B-10",333,0.866
"BHM-B-10",334,0.855
"BHM-B-10",335,0.844
"BHM-B-10",336,0.832
"BHM-B-10",337,0.821
"BHM-B-10",338,0.809
"BHM-B-10",339,0.799
"BHM-B-10",340,0.787
"BHM-B-10",341,0.774
"BHM-B-10",342,0.763
"BHM-B-10",343,0.753
"BHM-B-10",344,0.744
"BHM-B-10",345,0.732
"BHM-B-10",346,0.722
"BHM-B-10",347,0.71
"BHM-B-10",348,0.7
"BHM-B-10",349,0.689
"BHM-B-10",350,0.679
"BHM-B-10",351,0.669
"BHM-B-10",352,0.658
"BHM-B-10",353,0.647
"BHM-B-10",354,0.637
"BHM-B-10",355,0.628
"BHM-B-10",356,0.617
"BHM-B-10",357,0.606
"BHM-B-10",358,0.597
"BHM-B-10",359,0.587
"BHM-B-10",360,0.576
"BHM-B-10",361,0.566
"BHM-B-10",362,0.558
"BHM-B-10",363,0.549
"BHM-B-10",364,0.539
"BHM-B-10",365,0.526
"BHM-B-10",366,0.515
"BHM-B-10",367,0.507
"BHM-B-10",368,0.499
"BHM-B-10",369,0.489
"BHM-B-10",370,0.482
"BHM-B-10",371,0.474
"BHM-B-10",372,0.465
"BHM-B-10",373,0.458
"BHM-B-10",374,0.45
"BHM-B-10",375,0.443
"BHM-B-10",376,0.434
"BHM-B-10",377,0.427
"BHM-B-10",378,0.419
"BHM-B-10",379,0.412
"BHM-B-10",380,0.404
"BHM-B-10",381,0.397
"BHM-B-10",382,0.39
"BHM-B-10",383,0.383
"BHM-B-10",384,0.376
"BHM-B-10",385,0.37
"BHM-B-10",386,0.363
"BHM-B-10",387,0.356
"BHM-B-10",388,0.35
"BHM-B-10",389,0.343
"BHM-B-10",390,0.337
"BHM-B-10",391,0.331
"BHM-B-10",392,0.325
"BHM-B-10",393,0.32
"BHM-B-10",394,0.314
"BHM-B-10",395,0.308
"BHM-B-10",396,0.303
"BHM-B-10",397,0.297
"BHM-B-10",398,0.292
"BHM-B-10",399,0.287
"BHM-B-10",400,0.281
"BHM-B-10",401,0.276
"BHM-B-10",402,0.271
"BHM-B-10",403,0.266
"BHM-B-10",404,0.262
"BHM-B-10",405,0.257
"BHM-B-10",406,0.253
"BHM-B-10",407,0.248
"BHM-B-10",408,0.243
"BHM-B-10",409,0.239
"BHM-B-10",410,0.234
"BHM-B-10",411,0.23
"BHM-B-10",412,0.226
"BHM-B-10",413,0.222
"BHM-B-10",414,0.218
"BHM-B-10",415,0.215
"BHM-B-10",416,0.211
"BHM-B-10",417,0.207
"BHM-B-10",418,0.203
"BHM-B-10",419,0.2
"BHM-B-10",420,0.197
"BHM-B-10",421,0.193
"BHM-B-10",422,0.19
"BHM-B-10",423,0.187
"BHM-B-10",424,0.184
"BHM-B-10",425,0.181
"BHM-B-10",426,0.178
"BHM-B-10",427,0.175
"BHM-B-10",428,0.172
"BHM-B-10",429,0.17
"BHM-B-10",430,0.167
"BHM-B-10",431,0.164
"BHM-B-10",432,0.162
"BHM-B-10",433,0.159
"BHM-B-10",434,0.157
"BHM-B-10",435,0.154
"BHM-B-10",436,0.152
"BHM-B-10",437,0.149
"BHM-B-10",438,0.147
"BHM-B-10",439,0.145
"BHM-B-10",440,0.142
"BHM-B-10",441,0.14
"BHM-B-10",442,0.138
"BHM-B-10",443,0.136
"BHM-B-10",444,0.134
"BHM-B-10",445,0.132
"BHM-B-10",446,0.13
"BHM-B-10",447,0.128
"BHM-B-10",448,0.127
"BHM-B-10",449,0.125
"BHM-B-10",450,0.123
"BHM-B-10",451,0.121
"BHM-B-10",452,0.119
"BHM-B-10",453,0.118
"BHM-B-10",454,0.116
"BHM-B-10",455,0.114
"BHM-B-10",456,0.113
"BHM-B-10",457,0.111
"BHM-B-10",458,0.109
"BHM-B-10",459,0.108
"BHM-B-10",460,0.106
"BHM-B-10",461,0.105
"BHM-B-10",462,0.103
"BHM-B-10",463,0.102
"BHM-B-10",464,0.101
"BHM-B-10",465,0.099
"BHM-B-10",466,0.098
"BHM-B-10",467,0.097
"BHM-B-10",468,0.095
"BHM-B-10",469,0.094
"BHM-B-10",470,0.093
"BHM-B-10",471,0.092
"BHM-B-10",472,0.09
"BHM-B-10",473,0.089
"BHM-B-10",474,0.088
"BHM-B-10",475,0.087
"BHM-B-10",476,0.085
"BHM-B-10",477,0.084
"BHM-B-10",478,0.083
"BHM-B-10",479,0.082
"BHM-B-10",480,0.081
"BHM-B-10",481,0.08
"BHM-B-10",482,0.079
"BHM-B-10",483,0.078
"BHM-B-10",484,0.077
"BHM-B-10",485,0.076
"BHM-B-10",486,0.075
"BHM-B-10",487,0.074
"BHM-B-10",488,0.073
"BHM-B-10",489,0.072
"BHM-B-10",490,0.071
"BHM-B-10",491,0.07
"BHM-B-10",492,0.069
"BHM-B-10",493,0.068
"BHM-B-10",494,0.067
"BHM-B-10",495,0.066
"BHM-B-10",496,0.066
"BHM-B-10",497,0.065
"BHM-B-10",498,0.064
"BHM-B-10",499,0.063
"BHM-B-10",500,0.062
"BHM-B-10",501,0.061
"BHM-B-10",502,0.061
"BHM-B-10",503,0.06
"BHM-B-10",504,0.059
"BHM-B-10",505,0.058
"BHM-B-10",506,0.057
"BHM-B-10",507,0.057
"BHM-B-10",508,0.056
"BHM-B-10",509,0.055
"BHM-B-10",510,0.055
"BHM-B-10",511,0.054
"BHM-B-10",512,0.053
"BHM-B-10",513,0.052
"BHM-B-10",514,0.052
"BHM-B-10",515,0.051
"BHM-B-10",516,0.05
"BHM-B-10",517,0.05
"BHM-B-10",518,0.049
"BHM-B-10",519,0.049
"BHM-B-10",520,0.048
"BHM-B-10",521,0.047
"BHM-B-10",522,0.047
"BHM-B-10",523,0.046
"BHM-B-10",524,0.046
"BHM-B-10",525,0.045
"BHM-B-10",526,0.044
"BHM-B-10",527,0.044
"BHM-B-10",528,0.043
"BHM-B-10",529,0.043
"BHM-B-10",530,0.042
"BHM-B-10",531,0.042
"BHM-B-10",532,0.041
"BHM-B-10",533,0.041
"BHM-B-10",534,0.04
"BHM-B-10",535,0.04
