"Sample ID","Wavelength (nm)","Absorbance"
"HAW-B-1",602,0
"HAW-B-1",603,0
"HAW-B-1",604,0
"HAW-B-1",605,0
"HAW-B-1",606,0
"HAW-B-1",607,0
"HAW-B-1",608,-0.001
"HAW-B-1",609,-0.001
"HAW-B-1",610,-0.001
"HAW-B-1",611,-0.001
"HAW-B-1",612,-0.001
"HAW-B-1",613,-0.001
"HAW-B-1",614,-0.001
"HAW-B-1",615,-0.001
"HAW-B-1",616,-0.001
"HAW-B-1",617,-0.001
"HAW-B-1",618,-0.001
"HAW-B-1",619,-0.001
"HAW-B-1",620,-0.001
"HAW-B-1",621,-0.001
"HAW-B-1",622,-0.001
"HAW-B-1",623,-0.001
"HAW-B-1",624,-0.001
"HAW-B-1",625,-0.001
"HAW-B-1",626,-0.001
"HAW-B-1",627,-0.001
"HAW-B-1",628,-0.001
"HAW-B-1",629,-0.001
"HAW-B-1",630,-0.001
"HAW-B-1",631,-0.001
"HAW-B-1",632,-0.001
"HAW-B-1",633,-0.001
"HAW-B-1",634,-0.001
"HAW-B-1",635,-0.001
"HAW-B-1",636,-0.002
"HAW-B-1",637,-0.002
"HAW-B-1",638,-0.002
"HAW-B-1",639,-0.002
"HAW-B-1",640,-0.002
"HAW-B-1",641,-0.002
"HAW-B-1",642,-0.002
"HAW-B-1",643,-0.002
"HAW-B-1",644,-0.002
"HAW-B-1",645,-0.002
"HAW-B-1",646,-0.002
"HAW-B-1",647,-0.002
"HAW-B-1",648,-0.002
"HAW-B-1",649,-0.002
"HAW-B-1",650,-0.002
"HAW-B-1",651,-0.002
"HAW-B-1",652,-0.002
"HAW-B-1",653,-0.002
"HAW-B-1",654,-0.002
"HAW-B-1",655,-0.002
"HAW-B-1",656,-0.002
"HAW-B-1",657,-0.002
"HAW-B-1",658,-0.002
"HAW-B-1",659,-0.002
"HAW-B-1",660,-0.002
"HAW-B-1",661,-0.002
"HAW-B-1",662,-0.002
"HAW-B-1",663,-0.002
"HAW-B-1",664,-0.002
"HAW-B-1",665,-0.002
"HAW-B-1",666,-0.002
"HAW-B-1",667,-0.002
"HAW-B-1",668,-0.002
"HAW-B-1",669,-0.002
"HAW-B-1",670,-0.002
"HAW-B-1",671,-0.002
"HAW-B-1",672,-0.002
"HAW-B-1",673,-0.002
"HAW-B-1",674,-0.002
"HAW-B-1",675,-0.002
"HAW-B-1",676,-0.002
"HAW-B-1",677,-0.002
"HAW-B-1",678,-0.002
"HAW-B-1",679,-0.002
"HAW-B-1",680,-0.002
"HAW-B-1",681,-0.003
"HAW-B-1",682,-0.002
"HAW-B-1",683,-0.002
"HAW-B-1",684,-0.003
"HAW-B-1",685,-0.003
"HAW-B-1",686,-0.003
"HAW-B-1",687,-0.003
"HAW-B-1",688,-0.002
"HAW-B-1",689,-0.002
"HAW-B-1",690,-0.003
"HAW-B-1",691,-0.003
"HAW-B-1",692,-0.003
"HAW-B-1",693,-0.003
"HAW-B-1",694,-0.003
"HAW-B-1",695,-0.003
"HAW-B-1",696,-0.003
"HAW-B-1",697,-0.003
"HAW-B-1",698,-0.003
"HAW-B-1",699,-0.003
"HAW-B-1",700,-0.003
"HAW-B-1",701,-0.003
"HAW-B-1",702,-0.003
"HAW-B-1",703,-0.003
"HAW-B-1",704,-0.003
"HAW-B-1",705,-0.003
"HAW-B-1",706,-0.003
"HAW-B-1",707,-0.003
"HAW-B-1",708,-0.003
"HAW-B-1",709,-0.003
"HAW-B-1",710,-0.003
"HAW-B-1",711,-0.003
"HAW-B-1",712,-0.003
"HAW-B-1",713,-0.003
"HAW-B-1",714,-0.003
"HAW-B-1",715,-0.003
"HAW-B-1",716,-0.003
"HAW-B-1",717,-0.003
"HAW-B-1",718,-0.003
"HAW-B-1",719,-0.003
"HAW-B-1",720,-0.003
"HAW-B-1",721,-0.003
"HAW-B-1",722,-0.003
"HAW-B-1",723,-0.003
"HAW-B-1",724,-0.003
"HAW-B-1",725,-0.003
"HAW-B-1",726,-0.003
"HAW-B-1",727,-0.003
"HAW-B-1",728,-0.003
"HAW-B-1",729,-0.003
"HAW-B-1",730,-0.003
"HAW-B-1",731,-0.003
"HAW-B-1",732,-0.003
"HAW-B-1",733,-0.003
"HAW-B-1",734,-0.003
"HAW-B-1",735,-0.003
"HAW-B-1",736,-0.003
"HAW-B-1",737,-0.003
"HAW-B-1",738,-0.003
"HAW-B-1",739,-0.003
"HAW-B-1",740,-0.003
"HAW-B-1",741,-0.003
"HAW-B-1",742,-0.003
"HAW-B-1",743,-0.003
"HAW-B-1",744,-0.003
"HAW-B-1",745,-0.003
"HAW-B-1",746,-0.003
"HAW-B-1",747,-0.003
"HAW-B-1",748,-0.003
"HAW-B-1",749,-0.003
"HAW-B-1",750,-0.003
"HAW-B-1",751,-0.003
"HAW-B-1",752,-0.003
"HAW-B-1",753,-0.003
"HAW-B-1",754,-0.003
"HAW-B-1",755,-0.003
"HAW-B-1",756,-0.003
"HAW-B-1",757,-0.003
"HAW-B-1",758,-0.003
"HAW-B-1",759,-0.003
"HAW-B-1",760,-0.003
"HAW-B-1",761,-0.003
"HAW-B-1",762,-0.003
"HAW-B-1",763,-0.003
"HAW-B-1",764,-0.003
"HAW-B-1",765,-0.003
"HAW-B-1",766,-0.003
"HAW-B-1",767,-0.003
"HAW-B-1",768,-0.003
"HAW-B-1",769,-0.003
"HAW-B-1",770,-0.003
"HAW-B-1",771,-0.003
"HAW-B-1",772,-0.003
"HAW-B-1",773,-0.003
"HAW-B-1",774,-0.003
"HAW-B-1",775,-0.003
"HAW-B-1",776,-0.003
"HAW-B-1",777,-0.003
"HAW-B-1",778,-0.003
"HAW-B-1",779,-0.003
"HAW-B-1",780,-0.003
"HAW-B-1",781,-0.003
"HAW-B-1",782,-0.003
"HAW-B-1",783,-0.003
"HAW-B-1",784,-0.003
"HAW-B-1",785,-0.003
"HAW-B-1",786,-0.003
"HAW-B-1",787,-0.003
"HAW-B-1",788,-0.003
"HAW-B-1",789,-0.003
"HAW-B-1",790,-0.003
"HAW-B-1",791,-0.003
"HAW-B-1",792,-0.003
"HAW-B-1",793,-0.003
"HAW-B-1",794,-0.003
"HAW-B-1",795,-0.003
"HAW-B-1",796,-0.003
"HAW-B-1",797,-0.003
"HAW-B-1",798,-0.003
"HAW-B-1",799,-0.003
"HAW-B-1",800,-0.003
"HAW-B-10",220,1.438
"HAW-B-10",221,1.508
"HAW-B-10",222,1.571
"HAW-B-10",223,1.607
"HAW-B-10",224,1.652
"HAW-B-10",225,1.664
"HAW-B-10",226,1.67
"HAW-B-10",227,1.678
"HAW-B-10",228,1.656
"HAW-B-10",229,1.647
"HAW-B-10",230,1.645
"HAW-B-10",231,1.642
"HAW-B-10",232,1.631
"HAW-B-10",233,1.625
"HAW-B-10",234,1.622
"HAW-B-10",235,1.614
"HAW-B-10",236,1.608
"HAW-B-10",237,1.598
"HAW-B-10",238,1.589
"HAW-B-10",239,1.578
"HAW-B-10",240,1.574
"HAW-B-10",241,1.568
"HAW-B-10",242,1.563
"HAW-B-10",243,1.559
"HAW-B-10",244,1.556
"HAW-B-10",245,1.552
"HAW-B-10",246,1.551
"HAW-B-10",247,1.556
"HAW-B-10",248,1.553
"HAW-B-10",249,1.555
"HAW-B-10",250,1.559
"HAW-B-10",251,1.565
"HAW-B-10",252,1.566
"HAW-B-10",253,1.566
"HAW-B-10",254,1.568
"HAW-B-10",255,1.57
"HAW-B-10",256,1.571
"HAW-B-10",257,1.572
"HAW-B-10",258,1.568
"HAW-B-10",259,1.562
"HAW-B-10",260,1.556
"HAW-B-10",261,1.549
"HAW-B-10",262,1.54
"HAW-B-10",263,1.528
"HAW-B-10",264,1.515
"HAW-B-10",265,1.498
"HAW-B-10",266,1.478
"HAW-B-10",267,1.455
"HAW-B-10",268,1.433
"HAW-B-10",269,1.409
"HAW-B-10",270,1.38
"HAW-B-10",271,1.351
"HAW-B-10",272,1.319
"HAW-B-10",273,1.286
"HAW-B-10",274,1.254
"HAW-B-10",275,1.222
"HAW-B-10",276,1.188
"HAW-B-10",277,1.153
"HAW-B-10",278,1.123
"HAW-B-10",279,1.091
"HAW-B-10",280,1.06
"HAW-B-10",281,1.033
"HAW-B-10",282,1.005
"HAW-B-10",283,0.979
"HAW-B-10",284,0.955
"HAW-B-10",285,0.931
"HAW-B-10",286,0.909
"HAW-B-10",287,0.889
"HAW-B-10",288,0.868
"HAW-B-10",289,0.85
"HAW-B-10",290,0.832
"HAW-B-10",291,0.815
"HAW-B-10",292,0.801
"HAW-B-10",293,0.785
"HAW-B-10",294,0.772
"HAW-B-10",295,0.759
"HAW-B-10",296,0.746
"HAW-B-10",297,0.734
"HAW-B-10",298,0.723
"HAW-B-10",299,0.712
"HAW-B-10",300,0.701
"HAW-B-10",301,0.69
"HAW-B-10",302,0.68
"HAW-B-10",303,0.669
"HAW-B-10",304,0.66
"HAW-B-10",305,0.65
"HAW-B-10",306,0.641
"HAW-B-10",307,0.63
"HAW-B-10",308,0.619
"HAW-B-10",309,0.612
"HAW-B-10",310,0.601
"HAW-B-10",311,0.59
"HAW-B-10",312,0.581
"HAW-B-10",313,0.572
"HAW-B-10",314,0.563
"HAW-B-10",315,0.554
"HAW-B-10",316,0.544
"HAW-B-10",317,0.535
"HAW-B-10",318,0.525
"HAW-B-10",319,0.517
"HAW-B-10",320,0.508
"HAW-B-10",321,0.499
"HAW-B-10",322,0.491
"HAW-B-10",323,0.482
"HAW-B-10",324,0.474
"HAW-B-10",325,0.466
"HAW-B-10",326,0.457
"HAW-B-10",327,0.449
"HAW-B-10",328,0.441
"HAW-B-10",329,0.433
"HAW-B-10",330,0.425
"HAW-B-10",331,0.417
"HAW-B-10",332,0.41
"HAW-B-10",333,0.402
"HAW-B-10",334,0.395
"HAW-B-10",335,0.389
"HAW-B-10",336,0.381
"HAW-B-10",337,0.373
"HAW-B-10",338,0.367
"HAW-B-10",339,0.36
"HAW-B-10",340,0.355
"HAW-B-10",341,0.347
"HAW-B-10",342,0.34
"HAW-B-10",343,0.334
"HAW-B-10",344,0.326
"HAW-B-10",345,0.32
"HAW-B-10",346,0.314
"HAW-B-10",347,0.309
"HAW-B-10",348,0.303
"HAW-B-10",349,0.296
"HAW-B-10",350,0.29
"HAW-B-10",351,0.285
"HAW-B-10",352,0.279
"HAW-B-10",353,0.273
"HAW-B-10",354,0.267
"HAW-B-10",355,0.262
"HAW-B-10",356,0.257
"HAW-B-10",357,0.251
"HAW-B-10",358,0.246
"HAW-B-10",359,0.24
"HAW-B-10",360,0.235
"HAW-B-10",361,0.23
"HAW-B-10",362,0.225
"HAW-B-10",363,0.221
"HAW-B-10",364,0.216
"HAW-B-10",365,0.211
"HAW-B-10",366,0.206
"HAW-B-10",367,0.202
"HAW-B-10",368,0.197
"HAW-B-10",369,0.193
"HAW-B-10",370,0.188
"HAW-B-10",371,0.184
"HAW-B-10",372,0.181
"HAW-B-10",373,0.177
"HAW-B-10",374,0.173
"HAW-B-10",375,0.169
"HAW-B-10",376,0.165
"HAW-B-10",377,0.162
"HAW-B-10",378,0.158
"HAW-B-10",379,0.154
"HAW-B-10",380,0.151
"HAW-B-10",381,0.147
"HAW-B-10",382,0.144
"HAW-B-10",383,0.141
"HAW-B-10",384,0.138
"HAW-B-10",385,0.134
"HAW-B-10",386,0.131
"HAW-B-10",387,0.128
"HAW-B-10",388,0.126
"HAW-B-10",389,0.122
"HAW-B-10",390,0.12
"HAW-B-10",391,0.117
"HAW-B-10",392,0.114
"HAW-B-10",393,0.112
"HAW-B-10",394,0.109
"HAW-B-10",395,0.107
"HAW-B-10",396,0.104
"HAW-B-10",397,0.102
"HAW-B-10",398,0.1
"HAW-B-10",399,0.097
"HAW-B-10",400,0.095
"HAW-B-10",401,0.093
"HAW-B-10",402,0.091
"HAW-B-10",403,0.089
"HAW-B-10",404,0.086
"HAW-B-10",405,0.085
"HAW-B-10",406,0.083
"HAW-B-10",407,0.081
"HAW-B-10",408,0.079
"HAW-B-10",409,0.077
"HAW-B-10",410,0.075
"HAW-B-10",411,0.073
"HAW-B-10",412,0.072
"HAW-B-10",413,0.07
"HAW-B-10",414,0.068
"HAW-B-10",415,0.067
"HAW-B-10",416,0.066
"HAW-B-10",417,0.064
"HAW-B-10",418,0.062
"HAW-B-10",419,0.061
"HAW-B-10",420,0.06
"HAW-B-10",421,0.058
"HAW-B-10",422,0.057
"HAW-B-10",423,0.056
"HAW-B-10",424,0.055
"HAW-B-10",425,0.053
"HAW-B-10",426,0.052
"HAW-B-10",427,0.051
"HAW-B-10",428,0.05
"HAW-B-10",429,0.049
"HAW-B-10",430,0.048
"HAW-B-10",431,0.047
"HAW-B-10",432,0.046
"HAW-B-10",433,0.045
"HAW-B-10",434,0.044
"HAW-B-10",435,0.043
"HAW-B-10",436,0.042
"HAW-B-10",437,0.041
"HAW-B-10",438,0.04
"HAW-B-10",439,0.039
"HAW-B-10",440,0.039
"HAW-B-10",441,0.038
"HAW-B-10",442,0.037
"HAW-B-10",443,0.036
"HAW-B-10",444,0.036
"HAW-B-10",445,0.035
"HAW-B-10",446,0.034
"HAW-B-10",447,0.034
"HAW-B-10",448,0.033
"HAW-B-10",449,0.032
"HAW-B-10",450,0.032
"HAW-B-10",451,0.031
"HAW-B-10",452,0.03
"HAW-B-10",453,0.03
"HAW-B-10",454,0.029
"HAW-B-10",455,0.029
"HAW-B-10",456,0.028
"HAW-B-10",457,0.027
"HAW-B-10",458,0.027
"HAW-B-10",459,0.026
"HAW-B-10",460,0.026
"HAW-B-10",461,0.025
"HAW-B-10",462,0.025
"HAW-B-10",463,0.025
"HAW-B-10",464,0.024
"HAW-B-10",465,0.024
"HAW-B-10",466,0.023
"HAW-B-10",467,0.023
"HAW-B-10",468,0.022
"HAW-B-10",469,0.022
"HAW-B-10",470,0.021
"HAW-B-10",471,0.021
"HAW-B-10",472,0.021
"HAW-B-10",473,0.02
"HAW-B-10",474,0.02
"HAW-B-10",475,0.019
"HAW-B-10",476,0.019
"HAW-B-10",477,0.019
"HAW-B-10",478,0.018
"HAW-B-10",479,0.018
"HAW-B-10",480,0.018
"HAW-B-10",481,0.017
"HAW-B-10",482,0.017
"HAW-B-10",483,0.017
"HAW-B-10",484,0.016
"HAW-B-10",485,0.016
"HAW-B-10",486,0.016
"HAW-B-10",487,0.015
"HAW-B-10",488,0.015
"HAW-B-10",489,0.015
"HAW-B-10",490,0.014
"HAW-B-10",491,0.014
"HAW-B-10",492,0.014
"HAW-B-10",493,0.014
"HAW-B-10",494,0.013
"HAW-B-10",495,0.013
"HAW-B-10",496,0.013
"HAW-B-10",497,0.013
"HAW-B-10",498,0.012
"HAW-B-10",499,0.012
"HAW-B-10",500,0.012
"HAW-B-10",501,0.012
"HAW-B-10",502,0.011
"HAW-B-10",503,0.011
"HAW-B-10",504,0.011
"HAW-B-10",505,0.011
"HAW-B-10",506,0.01
"HAW-B-10",507,0.01
"HAW-B-10",508,0.01
"HAW-B-10",509,0.01
"HAW-B-10",510,0.01
"HAW-B-10",511,0.009
"HAW-B-10",512,0.009
"HAW-B-10",513,0.009
"HAW-B-10",514,0.009
"HAW-B-10",515,0.009
"HAW-B-10",516,0.008
"HAW-B-10",517,0.008
"HAW-B-10",518,0.008
"HAW-B-10",519,0.008
"HAW-B-10",520,0.008
"HAW-B-10",521,0.008
"HAW-B-10",522,0.007
"HAW-B-10",523,0.007
"HAW-B-10",524,0.007
"HAW-B-10",525,0.007
"HAW-B-10",526,0.007
"HAW-B-10",527,0.007
"HAW-B-10",528,0.006
"HAW-B-10",529,0.006
"HAW-B-10",530,0.006
"HAW-B-10",531,0.006
"HAW-B-10",532,0.006
"HAW-B-10",533,0.006
"HAW-B-10",534,0.005
"HAW-B-10",535,0.005
"HAW-B-10",536,0.005
"HAW-B-10",537,0.005
"HAW-B-10",538,0.005
"HAW-B-10",539,0.005
"HAW-B-10",540,0.005
"HAW-B-10",541,0.004
"HAW-B-10",542,0.004
"HAW-B-10",543,0.004
"HAW-B-10",544,0.004
"HAW-B-10",545,0.004
"HAW-B-10",546,0.004
"HAW-B-10",547,0.004
"HAW-B-10",548,0.004
"HAW-B-10",549,0.003
"HAW-B-10",550,0.003
"HAW-B-10",551,0.003
"HAW-B-10",552,0.003
"HAW-B-10",553,0.003
"HAW-B-10",554,0.003
"HAW-B-10",555,0.003
"HAW-B-10",556,0.003
"HAW-B-10",557,0.003
"HAW-B-10",558,0.003
"HAW-B-10",559,0.003
"HAW-B-10",560,0.003
"HAW-B-10",561,0.002
"HAW-B-10",562,0.002
"HAW-B-10",563,0.002
"HAW-B-10",564,0.002
"HAW-B-10",565,0.002
"HAW-B-10",566,0.002
"HAW-B-10",567,0.002
"HAW-B-10",568,0.002
"HAW-B-10",569,0.002
"HAW-B-10",570,0.002
"HAW-B-10",571,0.002
"HAW-B-10",572,0.001
"HAW-B-10",573,0.001
"HAW-B-10",574,0.001
"HAW-B-10",575,0.001
"HAW-B-10",576,0.001
"HAW-B-10",577,0.001
"HAW-B-10",578,0.001
"HAW-B-10",579,0.001
"HAW-B-10",580,0.001
"HAW-B-10",581,0.001
"HAW-B-10",582,0.001
"HAW-B-10",583,0.001
"HAW-B-10",584,0.001
"HAW-B-10",585,0.001
"HAW-B-10",586,0.001
"HAW-B-10",587,0
"HAW-B-10",588,0
"HAW-B-10",589,0
"HAW-B-10",590,0
"HAW-B-10",591,0
"HAW-B-10",592,0
"HAW-B-10",593,0
"HAW-B-10",594,0
"HAW-B-10",595,0
"HAW-B-10",596,0
"HAW-B-10",597,0
"HAW-B-10",598,0
"HAW-B-10",599,0
"HAW-B-10",600,0
"HAW-B-10",601,0
"HAW-B-10",602,0
"HAW-B-10",603,0
"HAW-B-10",604,0
"HAW-B-10",605,-0.001
"HAW-B-10",606,-0.001
"HAW-B-10",607,-0.001
"HAW-B-10",608,-0.001
"HAW-B-10",609,-0.001
"HAW-B-10",610,-0.001
"HAW-B-10",611,-0.001
"HAW-B-10",612,-0.001
"HAW-B-10",613,-0.001
"HAW-B-10",614,-0.001
"HAW-B-10",615,-0.001
"HAW-B-10",616,-0.001
"HAW-B-10",617,-0.001
"HAW-B-10",618,-0.001
"HAW-B-10",619,-0.001
"HAW-B-10",620,-0.001
"HAW-B-10",621,-0.001
"HAW-B-10",622,-0.001
"HAW-B-10",623,-0.001
"HAW-B-10",624,-0.001
"HAW-B-10",625,-0.001
"HAW-B-10",626,-0.001
"HAW-B-10",627,-0.001
"HAW-B-10",628,-0.001
"HAW-B-10",629,-0.001
"HAW-B-10",630,-0.001
"HAW-B-10",631,-0.002
"HAW-B-10",632,-0.002
"HAW-B-10",633,-0.002
"HAW-B-10",634,-0.002
"HAW-B-10",635,-0.002
"HAW-B-10",636,-0.002
"HAW-B-10",637,-0.002
"HAW-B-10",638,-0.002
"HAW-B-10",639,-0.002
"HAW-B-10",640,-0.002
"HAW-B-10",641,-0.002
"HAW-B-10",642,-0.002
"HAW-B-10",643,-0.002
"HAW-B-10",644,-0.002
"HAW-B-10",645,-0.002
"HAW-B-10",646,-0.002
"HAW-B-10",647,-0.002
"HAW-B-10",648,-0.002
"HAW-B-10",649,-0.002
"HAW-B-10",650,-0.002
"HAW-B-10",651,-0.002
"HAW-B-10",652,-0.002
"HAW-B-10",653,-0.002
"HAW-B-10",654,-0.002
"HAW-B-10",655,-0.002
"HAW-B-10",656,-0.002
"HAW-B-10",657,-0.002
"HAW-B-10",658,-0.002
"HAW-B-10",659,-0.002
"HAW-B-10",660,-0.002
"HAW-B-10",661,-0.002
"HAW-B-10",662,-0.002
"HAW-B-10",663,-0.002
"HAW-B-10",664,-0.003
"HAW-B-10",665,-0.003
"HAW-B-10",666,-0.003
"HAW-B-10",667,-0.003
"HAW-B-10",668,-0.003
"HAW-B-10",669,-0.002
"HAW-B-10",670,-0.002
"HAW-B-10",671,-0.003
"HAW-B-10",672,-0.003
"HAW-B-10",673,-0.003
"HAW-B-10",674,-0.003
"HAW-B-10",675,-0.003
"HAW-B-10",676,-0.003
"HAW-B-10",677,-0.003
"HAW-B-10",678,-0.003
"HAW-B-10",679,-0.003
"HAW-B-10",680,-0.003
"HAW-B-10",681,-0.003
"HAW-B-10",682,-0.003
"HAW-B-10",683,-0.003
"HAW-B-10",684,-0.003
"HAW-B-10",685,-0.003
"HAW-B-10",686,-0.003
"HAW-B-10",687,-0.003
"HAW-B-10",688,-0.003
"HAW-B-10",689,-0.003
"HAW-B-10",690,-0.003
"HAW-B-10",691,-0.003
"HAW-B-10",692,-0.003
"HAW-B-10",693,-0.003
"HAW-B-10",694,-0.003
"HAW-B-10",695,-0.003
"HAW-B-10",696,-0.003
"HAW-B-10",697,-0.003
"HAW-B-10",698,-0.003
"HAW-B-10",699,-0.003
"HAW-B-10",700,-0.003
"HAW-B-10",701,-0.003
"HAW-B-10",702,-0.003
"HAW-B-10",703,-0.003
"HAW-B-10",704,-0.003
"HAW-B-10",705,-0.003
"HAW-B-10",706,-0.003
"HAW-B-10",707,-0.003
"HAW-B-10",708,-0.003
"HAW-B-10",709,-0.003
"HAW-B-10",710,-0.003
"HAW-B-10",711,-0.003
"HAW-B-10",712,-0.003
"HAW-B-10",713,-0.003
"HAW-B-10",714,-0.003
"HAW-B-10",715,-0.003
"HAW-B-10",716,-0.003
"HAW-B-10",717,-0.003
"HAW-B-10",718,-0.003
"HAW-B-10",719,-0.003
"HAW-B-10",720,-0.003
"HAW-B-10",721,-0.003
"HAW-B-10",722,-0.003
"HAW-B-10",723,-0.003
"HAW-B-10",724,-0.003
"HAW-B-10",725,-0.003
"HAW-B-10",726,-0.004
"HAW-B-10",727,-0.004
"HAW-B-10",728,-0.003
"HAW-B-10",729,-0.003
"HAW-B-10",730,-0.004
"HAW-B-10",731,-0.003
"HAW-B-10",732,-0.003
"HAW-B-10",733,-0.003
"HAW-B-10",734,-0.003
"HAW-B-10",735,-0.004
"HAW-B-10",736,-0.004
"HAW-B-10",737,-0.004
"HAW-B-10",738,-0.004
"HAW-B-10",739,-0.004
"HAW-B-10",740,-0.004
"HAW-B-10",741,-0.003
"HAW-B-10",742,-0.003
"HAW-B-10",743,-0.003
"HAW-B-10",744,-0.003
"HAW-B-10",745,-0.003
"HAW-B-10",746,-0.004
"HAW-B-10",747,-0.004
"HAW-B-10",748,-0.004
"HAW-B-10",749,-0.004
"HAW-B-10",750,-0.004
"HAW-B-10",751,-0.004
"HAW-B-10",752,-0.004
"HAW-B-10",753,-0.004
"HAW-B-10",754,-0.004
"HAW-B-10",755,-0.004
"HAW-B-10",756,-0.004
"HAW-B-10",757,-0.004
"HAW-B-10",758,-0.004
"HAW-B-10",759,-0.004
"HAW-B-10",760,-0.004
"HAW-B-10",761,-0.004
"HAW-B-10",762,-0.004
"HAW-B-10",763,-0.004
"HAW-B-10",764,-0.004
"HAW-B-10",765,-0.004
"HAW-B-10",766,-0.004
"HAW-B-10",767,-0.004
"HAW-B-10",768,-0.004
"HAW-B-10",769,-0.004
"HAW-B-10",770,-0.004
"HAW-B-10",771,-0.004
"HAW-B-10",772,-0.004
"HAW-B-10",773,-0.004
"HAW-B-10",774,-0.004
"HAW-B-10",775,-0.004
"HAW-B-10",776,-0.003
"HAW-B-10",777,-0.004
"HAW-B-10",778,-0.004
"HAW-B-10",779,-0.004
"HAW-B-10",780,-0.004
"HAW-B-10",781,-0.004
"HAW-B-10",782,-0.004
"HAW-B-10",783,-0.004
"HAW-B-10",784,-0.004
"HAW-B-10",785,-0.004
"HAW-B-10",786,-0.004
"HAW-B-10",787,-0.004
"HAW-B-10",788,-0.004
"HAW-B-10",789,-0.004
"HAW-B-10",790,-0.004
"HAW-B-10",791,-0.004
"HAW-B-10",792,-0.003
"HAW-B-10",793,-0.004
"HAW-B-10",794,-0.004
"HAW-B-10",795,-0.004
"HAW-B-10",796,-0.004
"HAW-B-10",797,-0.004
"HAW-B-10",798,-0.004
"HAW-B-10",799,-0.003
"HAW-B-10",800,-0.003
"HAW-B-2",220,1.535
"HAW-B-2",221,1.66
"HAW-B-2",222,1.768
"HAW-B-2",223,1.849
"HAW-B-2",224,1.928
"HAW-B-2",225,1.972
"HAW-B-2",226,1.993
"HAW-B-2",227,2.043
"HAW-B-2",228,2.069
"HAW-B-2",229,2.082
"HAW-B-2",230,2.101
"HAW-B-2",231,2.104
"HAW-B-2",232,2.109
"HAW-B-2",233,2.097
"HAW-B-2",234,2.079
"HAW-B-2",235,2.076
"HAW-B-2",236,2.057
"HAW-B-2",237,2.04
"HAW-B-2",238,2.016
"HAW-B-2",239,1.999
"HAW-B-2",240,1.984
"HAW-B-2",241,1.963
"HAW-B-2",242,1.948
"HAW-B-2",243,1.928
"HAW-B-2",244,1.913
"HAW-B-2",245,1.892
"HAW-B-2",246,1.883
"HAW-B-2",247,1.871
"HAW-B-2",248,1.856
"HAW-B-2",249,1.844
"HAW-B-2",250,1.824
"HAW-B-2",251,1.819
"HAW-B-2",252,1.801
"HAW-B-2",253,1.793
"HAW-B-2",254,1.781
"HAW-B-2",255,1.771
"HAW-B-2",256,1.755
"HAW-B-2",257,1.74
"HAW-B-2",258,1.726
"HAW-B-2",259,1.715
"HAW-B-2",260,1.7
"HAW-B-2",261,1.686
"HAW-B-2",262,1.668
"HAW-B-2",263,1.652
"HAW-B-2",264,1.632
"HAW-B-2",265,1.615
"HAW-B-2",266,1.595
"HAW-B-2",267,1.575
"HAW-B-2",268,1.558
"HAW-B-2",269,1.538
"HAW-B-2",270,1.513
"HAW-B-2",271,1.49
"HAW-B-2",272,1.467
"HAW-B-2",273,1.443
"HAW-B-2",274,1.418
"HAW-B-2",275,1.397
"HAW-B-2",276,1.374
"HAW-B-2",277,1.349
"HAW-B-2",278,1.327
"HAW-B-2",279,1.303
"HAW-B-2",280,1.28
"HAW-B-2",281,1.257
"HAW-B-2",282,1.233
"HAW-B-2",283,1.211
"HAW-B-2",284,1.192
"HAW-B-2",285,1.172
"HAW-B-2",286,1.151
"HAW-B-2",287,1.129
"HAW-B-2",288,1.108
"HAW-B-2",289,1.091
"HAW-B-2",290,1.074
"HAW-B-2",291,1.057
"HAW-B-2",292,1.042
"HAW-B-2",293,1.025
"HAW-B-2",294,1.01
"HAW-B-2",295,0.996
"HAW-B-2",296,0.981
"HAW-B-2",297,0.968
"HAW-B-2",298,0.955
"HAW-B-2",299,0.941
"HAW-B-2",300,0.927
"HAW-B-2",301,0.915
"HAW-B-2",302,0.902
"HAW-B-2",303,0.889
"HAW-B-2",304,0.876
"HAW-B-2",305,0.865
"HAW-B-2",306,0.856
"HAW-B-2",307,0.841
"HAW-B-2",308,0.829
"HAW-B-2",309,0.817
"HAW-B-2",310,0.805
"HAW-B-2",311,0.795
"HAW-B-2",312,0.783
"HAW-B-2",313,0.772
"HAW-B-2",314,0.762
"HAW-B-2",315,0.751
"HAW-B-2",316,0.739
"HAW-B-2",317,0.729
"HAW-B-2",318,0.719
"HAW-B-2",319,0.709
"HAW-B-2",320,0.699
"HAW-B-2",321,0.688
"HAW-B-2",322,0.678
"HAW-B-2",323,0.668
"HAW-B-2",324,0.658
"HAW-B-2",325,0.649
"HAW-B-2",326,0.639
"HAW-B-2",327,0.63
"HAW-B-2",328,0.62
"HAW-B-2",329,0.611
"HAW-B-2",330,0.601
"HAW-B-2",331,0.593
"HAW-B-2",332,0.583
"HAW-B-2",333,0.573
"HAW-B-2",334,0.565
"HAW-B-2",335,0.555
"HAW-B-2",336,0.546
"HAW-B-2",337,0.537
"HAW-B-2",338,0.528
"HAW-B-2",339,0.519
"HAW-B-2",340,0.512
"HAW-B-2",341,0.502
"HAW-B-2",342,0.495
"HAW-B-2",343,0.487
"HAW-B-2",344,0.477
"HAW-B-2",345,0.469
"HAW-B-2",346,0.461
"HAW-B-2",347,0.453
"HAW-B-2",348,0.445
