"","Sample ID","Date Sampled","OS Conference","Vegetation","Altitude (m)","Pteridium aquilinium","Calunna vulgaris","Vaccinium vitis-idaea","Vaccinium mytrilus","Grass","Empetrum nigrum","Cladonia arbuscula","Moss","Galium saxatile","Erica cinaerea","Oxalis stricta","Fern","Tormentil","Thistle","Unknown3","LatitudeN","LongitudeE","Site","Veg. richness","Veg. shannon","Veg. simpson","Veg. evenness","Soil Moisture (% fresh soil mass)","pH","NPOC (mg C g-1)","TNb (mg N g-1)","Drift Corr C (g per kg)","Drift Corr N (g per kg)","CN ratio","alpha","SUVA (L mg-1 cm-1)"
"71","SWM-H-1","23/08/2024","SE4697299510","Heather",200,0,94,0,1,0,0,0,5,0,0,0,0,0,0,0,54.388916,-1.2781747,"Scarth Wood Moor",3,0.254001195032583,0.1138,0.231201851328751,89.04940566,3.98,3.266655873624,0.152205194609324,367.393351,13.28498621,27.6547785,0.0101397173054364,0.00555852279450219
"72","SWM-H-10","24/08/2024","SE4686399980","Heather",240,0,100,0,0,0,0,0,5,0,0,0,0,0,0,0,54.393149,-1.2797791,"Scarth Wood Moor",2,0.191444081957717,0.090702947845805,0.276195427647939,28.79533809,3.55,0.728584962770961,0.0159424350993775,69.40085093,2.304607447,30.11395759,0.00876114626946711,0.0191204413862138
"73","SWM-H-2","23/08/2024","SE4691099652","Heather",234,0,100,0,0,0,0,0,10,0,0,0,0,0,0,0,54.390197,-1.279107,"Scarth Wood Moor",2,0.304636097349238,0.165289256198347,0.439496986921513,64.92779783,3.52,1.05344406000472,0.0349634189513433,94.45959919,3.839543181,24.60178066,0.00903260768735822,0.0134093387723572
"74","SWM-H-3","23/08/2024","SE4684199678","Heather",235,0,90,0,0,0,0,0,10,0,0,0,0,0,0,0,54.390437,-1.2801654,"Scarth Wood Moor",2,0.325082973391448,0.18,0.468995593589281,20.2049447,3.51,1.32044964245667,0.0252493458973501,91.7724392,3.768506588,24.35246882,0.00852616324336856,0.0110358064666628
"75","SWM-H-4","23/08/2024","SE4680899708","Heather",230,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,54.39071,-1.2806688,"Scarth Wood Moor",1,0,0,NA,48.59254528,3.49,1.01893176136704,0.0221305588252898,214.9970652,7.899121649,27.21784456,0.00926358788709755,0.0133928789936098
"76","SWM-H-5","24/08/2024","SE4662499235","Heather",202,0,100,0,2,5,0,0,2,0,0,0,0,0,0,0,54.386476,-1.2835762,"Scarth Wood Moor",4,0.367157085135388,0.15554246275566,0.264847852976035,30.52542659,3.7,1.11609445776063,0.0454634363027868,121.2265316,5.766975968,21.02081442,0.00992367926074472,0.0105909138824602
"77","SWM-H-6","24/08/2024","SE4626599783","Heather",274,0,100,0,0,0,0,0,25,0,0,0,0,0,0,0,54.391433,-1.2890186,"Scarth Wood Moor",2,0.500402423538188,0.32,0.721928094887362,55.30357861,3.41,2.10774459218099,0.0402295429003771,344.0922614,11.51880923,29.87220767,0.00969293110033174,0.00586107142268682
"78","SWM-H-7","24/08/2024","SE4620499908","Heather",286,0,100,0,0,0,0,0,50,0,0,0,0,0,0,0,54.392562,-1.2899385,"Scarth Wood Moor",2,0.636514168294813,0.444444444444444,0.918295834054489,38.81605707,3.64,2.20004043262913,0.0668637757505307,207.8808214,7.568548616,27.46640498,0.008454734271183,0.00836434642775098
"79","SWM-H-8","24/08/2024","NZ4629300082","Heather",276,0,100,0,0,0,0,0,30,0,0,0,0,0,0,0,54.394118,-1.2885409,"Scarth Wood Moor",2,0.540204142388861,0.355029585798816,0.779349837292085,29.08506144,3.53,1.9243919615934,0.067052848754166,222.3235895,8.425847548,26.38590222,0.00274122069844132,0.00994281207878996
"80","SWM-H-9","24/08/2024","NZ4657600019","Heather",262,0,100,0,0,0,0,0,10,0,0,0,0,0,0,0,54.393526,-1.2841926,"Scarth Wood Moor",2,0.304636097349238,0.165289256198347,0.439496986921513,28.02986534,3.7,1.07594217862126,0.0147317546662353,114.5227803,4.276171754,26.78161376,0.0085428363258105,0.0104357713730587
"81","WDY-B-1","03/10/2024","NY8372229478","Bracken",420,47,24,0,2,0,0,0,26,1,0,0,0,0,0,0,54.660123,-2.253851,"Widdybanks",5,1.17189985040407,0.6534,0.728142316861233,51.2645638,4.23,1.0028459799294,0.0633437124171988,122.445427,7.773520395,15.75160555,0.0107286369050996,0.00637786633178748
"82","WDY-B-10","04/10/2024","NY8361629308","Bracken",432,100,0,0,4,24,0,0,0,1,0,0,0,0,0,0,54.658592,-2.2554846,"Widdybanks",4,0.65566133481408,0.363439697133586,0.472959678119456,56.47702052,4.36,1.2046768623604,0.09045175570983,142.0519424,10.04971872,14.13491724,0.0114087193800152,0.00629735369074518
"83","WDY-B-2","03/10/2024","NY8372729456","Bracken",429,55,20,0,13,0,0,0,11,3,0,1,0,0,0,0,54.659926,-2.2537723,"Widdybanks",6,1.30137950111651,0.648883023847677,0.726313728749084,76.18923271,3.8,1.29890652395875,0.0560065372523251,163.5948387,8.561596822,19.10798209,0.00893926818945497,0.0136472065430777
"84","WDY-B-3","03/10/2024","NY8372829436","Bracken",434,61,14,0,0,20,0,0,0,0,0,1,4,0,0,0,54.659746,-2.2537557,"Widdybanks",5,1.07347087354064,0.5666,0.666984954963024,52.26747001,4.26,1.00817652552308,0.0782615031195978,108.3861527,7.429534834,14.58855166,0.0102579802097532,0.0057057264207653
"85","WDY-B-4","03/10/2024","NY8371229411","Bracken",431,50,28,0,0,25,0,0,6,11,0,0,0,0,0,0,54.659521,-2.2540023,"Widdybanks",5,1.39997360116398,0.717638888888889,0.869852505864403,43.66558953,4.24,1.48591407990048,0.0966517513594318,95.82984179,7.403630603,12.94362819,0.0106306471422932,0.00305184765068498
"86","WDY-B-5","03/10/2024","NY8368329396","Bracken",429,57,16,0,8,0,0,0,10,11,0,1,0,0,0,0,54.659385,-2.254451,"Widdybanks",6,1.32547099709792,0.642661890847394,0.739759448665825,52.1742568,3.85,1.74670194412587,0.0829359570229975,186.1633756,10.65142475,17.477791,0.0105408052316955,0.00582575156954768
"87","WDY-B-6","03/10/2024","NY8362229453","Bracken",402,58,0,0,0,94,0,0,0,0,0,1,0,3,0,0,54.659895,-2.2553998,"Widdybanks",4,0.781450616152889,0.4982741617357,0.563697464311699,51.29739701,5.24,1.12428933960223,0.0983924484586784,77.06224212,5.369166178,14.35273925,0.011064638823927,0.00538048328113244
"88","WDY-B-7","04/10/2024","NY8373929576","Bracken",397,86,10,0,0,20,0,0,0,0,0,1,0,0,2,1,54.661004,-2.253593,"Widdybanks",6,0.892486257449197,0.45125,0.498106064333349,41.81253529,5.45,1.41557801480566,0.0745093472140644,57.53005172,4.277930712,13.44810274,0.0101185950338519,0.00307262703089947
"89","WDY-B-8","04/10/2024","NY8377229535","Bracken",411,91,0,0,0,31,0,0,5,1,0,0,0,0,0,0,54.660637,-2.2530792,"Widdybanks",4,0.750553638964591,0.434326171875,0.54141000642769,52.16209687,4.23,1.10508812642597,0.0776461327202498,108.7448355,6.880257373,15.80534413,0.0102676742078347,0.00506638977924401
"90","WDY-B-9","04/10/2024","NY8379129504","Bracken",425,95,3,0,5,4,0,0,17,0,0,0,0,0,0,0,54.660359,-2.2527829,"Widdybanks",5,0.806804667027122,0.390998959417274,0.501295924989686,64.73244061,3.77,1.83074700218452,0.0995384948437377,203.4110276,11.54982204,17.61161574,0.00982296365757477,0.00911324775715266
"91","WDY-H-1","03/10/2024","NY8373329606","Heather",395,0,100,0,0,4,0,0,1,0,0,0,0,0,0,0,54.661274,-2.2536877,"Widdybanks",3,0.215272768792869,0.0914285714285715,0.195949718579839,28.76175549,4.23,0.82825986822342,0.0474435743896822,45.30961822,3.144897253,14.40734453,0.0100880414795476,0.00602671824941063
"92","WDY-H-10","04/10/2024","NY8355329314","Heather",404,0,100,0,0,0,0,0,14,0,0,1,0,2,0,0,54.658644,-2.2564615,"Widdybanks",4,0.498497733305939,0.254803126597998,0.359590103867433,45.101358,5.57,0.447914397930898,0.046018546020196,83.16851342,5.566808724,14.94007025,0.00960805811143758,0.00653127682201511
"93","WDY-H-2","03/10/2024","NY8370929586","Heather",395,0,100,0,0,0,0,0,5,1,0,0,0,0,0,0,54.661093,-2.2540586,"Widdybanks",3,0.243022035989618,0.107689569241723,0.221208190092469,78.74357326,3.9,0.685923840390815,0.0225454690173917,66.01206123,3.188286131,20.70455992,0.00951983689728851,0.0175295241045995
"94","WDY-H-3","03/10/2024","NY8370329547","Heather",399,0,98,0,0,1,0,0,20,0,0,0,0,0,0,0,54.660743,-2.2541494,"Widdybanks",3,0.499783506718287,0.293482098721842,0.454922552636102,46.08091482,5.01,0.62340817622258,0.0251957255285086,68.15337009,5.043476572,13.51317273,0.0124670721631952,0.00174658790673874
"95","WDY-H-4","03/10/2024","NY8370429496","Heather",406,0,98,0,0,0,0,0,6,0,0,0,0,0,0,0,54.660284,-2.2541311,"Widdybanks",2,0.220570036400177,0.108727810650888,0.318215297683233,49.16650699,5.47,0.634947936509515,0.0550396691256885,94.56615901,6.201470455,15.24898969,0.0104593229745103,0.00457219209350754
"96","WDY-H-5","03/10/2024","NY8363629418","Heather",417,1,100,0,0,0,0,0,13,0,0,0,0,0,0,0,54.659581,-2.2551808,"Widdybanks",3,0.404081253255819,0.217451523545707,0.36781060745798,45.79530088,4.32,1.18925448861212,0.0590981125175237,113.7737624,6.279508216,18.11825998,0.0100749348293645,0.00535586917480095
"97","WDY-H-6","04/10/2024","NY8375929555","Heather",403,5,100,0,4,0,0,0,3,0,0,2,0,0,0,0,54.660816,-2.2532818,"Widdybanks",5,0.536272862143764,0.226377346875962,0.333205063706191,59.49314745,4.37,0.572793760606121,0.0358162470801973,90.27265502,5.48955993,16.44442472,0.00857796929773063,0.00790326702995653
"98","WDY-H-7","04/10/2024","NY8379029464","Heather",435,0,92,0,13,0,0,0,16,5,0,0,0,0,0,0,54.66,-2.2527962,"Widdybanks",4,0.854079527161647,0.438523557571177,0.61608814918045,62.55294968,3.61,4.83954408663222,0.180601070940308,412.9735731,19.53228051,21.14313139,0.0120197052162234,0.00118501583314039
"99","WDY-H-8","04/10/2024","NY8359429279","Heather",431,0,99,0,7,0,0,0,0,0,0,0,0,0,0,0,54.658331,-2.255824,"Widdybanks",2,0.243267054426109,0.123353506585974,0.350960173032213,61.92199437,3.98,2.51275727682377,0.112093871381886,217.8097993,11.43475116,19.04805765,0.0102559600384677,0.00629879597878726
"100","WDY-H-9","04/10/2024","NY8355329286","Heather",412,0,100,1,0,0,0,0,29,0,0,0,0,0,0,0,54.658392,-2.2564599,"Widdybanks",3,0.573929853006222,0.358461538461538,0.522413465538438,59.99669121,3.93,1.26197993734583,0.0806248972372965,222.3793171,10.31599156,21.5567564,0.00987717042242792,0.0121851422332502
"101","WHI-B-1","11/09/2024","NY1662921412","Bracken",409,90,0,0,0,50,0,0,0,0,0,1,0,0,0,0,54.58101,-3.2914181,"Whiteside",3,0.689298751363054,0.466777325084251,0.627426762355551,52.43471249,4.24,1.94163554265337,0.134699817228226,109.1675874,8.078756403,13.51291981,0.0131253983615923,0.00337394803903668
"102","WHI-B-10","11/09/2024","NY1659021287","Bracken",411,90,0,0,0,0,0,0,16,0,0,16,0,0,0,0,54.579881,-3.2919858,"Whiteside",3,0.757252934557872,0.421392098898146,0.689281325512861,50.42477809,4.16,1.78475028295439,0.100994109723981,135.2061487,8.974507158,15.06557924,0.0113846733825595,0.00288638620719338
"103","WHI-B-2","11/09/2024","NY1665421423","Bracken",413,90,0,0,0,25,0,0,1,0,0,1,0,0,0,0,54.581113,-3.2910346,"Whiteside",4,0.61298790102486,0.362480824019285,0.44217730246675,51.68543689,4.16,1.53911588552134,0.082510986966396,94.84554575,7.451559216,12.72828183,0.00924331301432645,0.00202728510288227
"104","WHI-B-3","11/09/2024","NY1671721430","Bracken",440,90,0,0,0,25,0,0,0,0,0,0,0,0,0,0,54.581187,-3.2900621,"Whiteside",2,0.52358633748126,0.340264650283554,0.755375412561429,57.023766,4.28,2.07644158295656,0.109863377236092,118.5299238,8.474815844,13.98613563,0.010803326592701,0.00221530946107669
"105","WHI-B-4","11/09/2024","NY1672121389","Bracken",446,95,0,0,2,20,0,0,6,0,0,2,0,0,0,0,54.580819,-3.2899886,"Whiteside",5,0.779864971616387,0.393984,0.484557351104601,66.24747196,3.85,1.61949698301202,0.074356193466318,139.6928758,7.973636245,17.51934394,0.011088657436751,0.00327332583640116
"106","WHI-B-5","11/09/2024","NY1663821353","Bracken",420,86,0,0,1,12,0,0,12,5,0,0,0,0,0,0,54.580482,-3.2912622,"Whiteside",5,0.86773832356426,0.427021403091558,0.539156134486667,56.83760684,3.77,2.389187938183,0.110117659763194,206.1546382,12.24612713,16.83427226,0.0117816867775482,0.00349833074369418
"107","WHI-B-6","11/09/2024","NY1660221390","Bracken",399,85,0,0,8,0,0,0,13,0,0,12,0,0,0,0,54.580808,-3.2918295,"Whiteside",4,0.894209111079465,0.45403619649526,0.645035525036036,61.02426062,3.88,1.79224284189747,0.142729501533128,169.474377,9.541261183,17.76226159,0.0122912058109722,0.00549316406301187
"108","WHI-B-7","11/09/2024","NY1659621344","Bracken",404,100,0,0,0,40,0,0,5,0,0,3,0,0,0,0,54.580394,-3.2919092,"Whiteside",4,0.811974279226673,0.468864134404675,0.585715632984856,60.2701257,4.19,2.51477059082363,0.173545275161006,126.1171289,8.576887782,14.70429975,0.0118063453280463,0.00224085068816187
"109","WHI-B-8","11/09/2024","NY1656821358","Bracken",394,90,0,0,0,50,0,0,0,0,0,3,0,0,0,0,54.580515,-3.2923463,"Whiteside",3,0.739908564056163,0.481197124553768,0.673493799121055,66.19334418,4.02,1.57067294618549,0.102569835009241,123.2560714,9.102712226,13.5405875,0.0111350265411427,0.00355525940146336
"110","WHI-B-9","11/09/2024","NY1657121320","Bracken",400,80,0,0,5,10,0,0,12,0,0,0,0,0,0,0,54.580174,-3.2922891,"Whiteside",4,0.827463871251836,0.417503712114595,0.596889011784904,53.71071013,4.05,1.67162666162375,0.110955987886849,112.1369819,7.157831278,15.66633489,0.0114167031925528,0.0033407200368634
"111","WHI-H-1","10/09/2024","NY1655121219","Heather",408,0,100,0,0,0,0,0,5,0,0,0,0,0,0,0,54.579263,-3.2925697,"Whiteside",2,0.191444081957717,0.090702947845805,0.276195427647939,67.27377744,4.02,2.05312516390376,0.0565295715860765,148.1158766,7.420686905,19.95986066,0.0103931827448414,0.00355285491019195
"112","WHI-H-10","11/09/2024","NY1684821457","Heather",482,0,100,0,15,0,0,0,1,0,0,0,0,0,0,0,54.581451,-3.2880435,"Whiteside",3,0.433436987525828,0.240041617122473,0.394531348316976,55.80391161,4.11,1.61466517412687,0.0615941304652046,106.8149272,7.095892018,15.05306548,0.00922190758977047,0.00201195617835507
"113","WHI-H-2","10/09/2024","NY1660321261","Heather",409,0,90,0,10,0,0,0,5,0,0,0,0,0,0,0,54.579649,-3.2917774,"Whiteside",3,0.501046913759097,0.253968253968254,0.456072555283844,44.2757902,3.97,2.05978506653499,0.0721427526234937,140.7527686,8.61222774,16.34336351,0.0105554616843228,0.00265146867936266
"114","WHI-H-3","10/09/2024","NY1665821311","Heather",422,0,95,0,10,0,0,0,5,0,0,0,0,0,0,0,54.580108,-3.2909409,"Whiteside",3,0.48510450039094,0.243801652892562,0.441561145269048,76.58212847,3.77,3.6113647520864,0.067206676485027,226.7950286,8.254965375,27.47377103,0.0114307138083697,0.00280709862907556
"115","WHI-H-4","10/09/2024","NY1668821348","Heather",434,0,100,0,2,0,0,0,4,0,0,0,0,0,0,0,54.580445,-3.2904874,"Whiteside",3,0.253547675202552,0.108223567105732,0.230789039789404,77.67455069,4.38,1.60599301929344,0.0411765485067954,134.6091782,5.848881478,23.01451632,0.0103363677695539,0.00347967918868525
"116","WHI-H-5","10/09/2024","NY1672921372","Heather",439,0,95,0,5,0,0,0,5,0,4,0,0,0,0,0,54.580667,-3.28986,"Whiteside",4,0.523844567817474,0.23482871812137,0.377873980093446,59.92963253,3.87,2.33613036253929,0.0505899615702313,168.1339201,6.848579543,24.5501887,0.0102578591905176,0.00272301171256358
"117","WHI-H-6","10/09/2024","NY1679821411","Heather",453,0,80,0,8,0,0,0,15,0,5,0,0,0,0,0,54.581029,-3.2888038,"Whiteside",4,0.831523767068175,0.424382716049383,0.599817607565283,63.72292389,3.91,2.22147373098754,0.0578941698648676,179.0709357,7.628446984,23.47410109,0.0106580192565924,0.00351205008251613
"118","WHI-H-7","11/09/2024","NY1673821445","Heather",445,0,90,0,6,0,0,0,5,0,10,0,0,0,0,0,54.581325,-3.2897416,"Whiteside",4,0.684246709085279,0.329518707897086,0.493579666970962,63.73531036,4.17,1.9040757106686,0.070503638229835,175.4948455,8.412787171,20.86048796,0.0104440581267963,0.00279198148543728
"119","WHI-H-8","11/09/2024","NY1678321435","Heather",452,0,100,0,4,0,0,0,3,0,0,0,1,0,0,0,54.581242,-3.2890427,"Whiteside",4,0.336223515001136,0.140432098765432,0.242533998861198,43.21558631,4.04,1.54379244984994,0.0457504080467146,119.7462437,7.203335267,16.6237221,0.0106094028733212,0.00342115360020463
"120","WHI-H-9","11/09/2024","NY1680621477","Heather",472,0,100,0,1,0,0,0,25,0,4,0,0,0,0,0,54.581624,-3.2886988,"Whiteside",4,0.663426053032554,0.370295857988166,0.478560738353302,63.29709387,3.95,2.28827203677793,0.050967752698381,170.7216012,7.333965543,23.27821152,0.0101833055260842,0.00306379373221613
